name|set_name|set_code|mtg_id|card_type|power|toughness|loyalty|manacost|converted_manacost|artist|flavor|number|rarity|ruling|ability|watermark|
Shadow Slice|Gatecrash|GTC|366455|Sorcery||||{4}{B}|5|Raymond Swanland||77|C||Target opponent loses 3 life.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Shambleshark|Gatecrash|GTC|366478|Creature — Fish Crab|2|1||{G}{U}|2|Wesley Burt||193|C||Flash #_(You may cast this spell any time you could cast an instant.)_#£Evolve #_(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)_#|Simic|
Shattering Blow|Gatecrash|GTC|366331|Instant||||{1}{RW}|2|Steve Prescott|#_"Aurelia seems too eager to solve her problems by delivering them to oblivion."_#£#_—Prime Speaker Zegana_#|225|C||Exile target artifact.|Boros|
Shielded Passage|Gatecrash|GTC|366332|Instant||||{W}|1|Raymond Swanland|#_Izzet delved into the depths of Ravnica's past, and Selesnya followed without fear._#|24|C||Prevent all damage that would be dealt to target creature this turn.||
Signal the Clans|Gatecrash|GTC|366365|Instant||||{R}{G}|2|Dave Kendall|#_Gruul clanfolk obey few rules, but all feel bound to answer the call of the horn._#|194|R|£1/24/2013 : If you don’t reveal three creature cards with different names, you’ll simply shuffle your library (including any cards you revealed). £1/24/2013 : All players will see the card you put into your hand, if any.|Search your library for three creature cards and reveal them. If you reveal three cards with different names, choose one of them at random and put that card into your hand. Shuffle the rest into your library.|Gruul|
Simic Charm|Gatecrash|GTC|366463|Instant||||{G}{U}|2|Zoltan Boros|#_"We measure our progress in heartbeats."_#£#_—Prime Speaker Zegana_#|195|U|£1/24/2013 : If you choose the second mode, only permanents you control when Simic Charm resolves will gain hexproof. Permanents that come under your control later that turn will not.|Choose one — Target creature gets +3/+3 until end of turn; or permanents you control gain hexproof until end of turn; or return target creature to its owner's hand.|Simic|
Simic Fluxmage|Gatecrash|GTC|366274|Creature — Merfolk Wizard|1|2||{2}{U}|3|Karl Kopinski||49|U|£1/24/2013 : To move a counter from one creature to another, the counter is removed from the first creature and placed on the second. Any abilities that care about a counter being placed on the second creature will apply. £1/24/2013 : If the creature is an illegal target when Simic Fluxmage’s ability tries to resolve, it will be countered and none of its effects will happen. No counters will be removed from Simic Fluxmage.|Evolve #_(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)_#£{1}{U}, {T}: Move a +1/+1 counter from Simic Fluxmage onto target creature.|Simic|
Simic Guildgate|Gatecrash|GTC|366383|Land — Gate|||||0|Svetlin Velinov|#_Enter and comprehend the perfection of orchestrated life._#|246|C||Simic Guildgate enters the battlefield tapped.£{T}: Add {G} or {U} to your mana pool.|Simic|
Simic Keyrune|Gatecrash|GTC|366357|Artifact||||{3}|3|Daniel Ljunggren||237|U||{T}: Add {G} or {U} to your mana pool.£{G}{U}: Simic Keyrune becomes a 2/3 green and blue Crab artifact creature with hexproof until end of turn. #_(It can't be the target of spells or abilities your opponents control.)_#|Simic|
Simic Manipulator|Gatecrash|GTC|366343|Creature — Mutant Wizard|0|1||{1}{U}{U}|3|Maciej Kuciara||50|R|£1/24/2013 : The power of the target creature is checked both as you target it and as the ability resolves. If the power of the target creature when the ability resolves is greater than the number of +1/+1 counters removed from Simic Manipulator, the ability will be countered and none of its effects will happen. You won’t gain control of any creature, but the counters removed as a cost remain removed.|Evolve #_(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)_#£{T}, Remove one or more +1/+1 counters from Simic Manipulator: Gain control of target creature with power less than or equal to the number of +1/+1 counters removed this way.|Simic|
Skarrg Goliath|Gatecrash|GTC|366458|Creature — Beast|9|9||{6}{G}{G}|8|Scott Chou|#_"They bind us with their laws. We free ourselves with nature's fist."_#£#_—Nikya of the Old Ways_#|133|R||Trample£Bloodrush — {5}{G}{G}, Discard Skarrg Goliath: Target attacking creature gets +9/+9 and gains trample until end of turn.|Gruul|
Skarrg Guildmage|Gatecrash|GTC|366350|Creature — Human Shaman|2|2||{R}{G}|2|Aleksi Briclot||196|U|£1/24/2013 : Only creatures you control when the first ability resolves will gain trample. Creatures that come under your control later in the turn won’t have trample. Lands you control that aren’t creatures also won’t gain trample, even if you use the second ability to turn them into creatures later in the turn. £1/24/2013 : Skarrg Guildmage’s second ability doesn’t affect the land’s name or any other types, subtypes, or supertypes (such as basic or legendary) the land may have. The land will also keep any abilities it had.|{R}{G}: Creatures you control gain trample until end of turn.£{1}{R}{G}: Target land you control becomes a 4/4 Elemental creature until end of turn. It's still a land.|Gruul|
Skinbrand Goblin|Gatecrash|GTC|366434|Creature — Goblin Warrior|2|1||{1}{R}|2|Marco Nelor|#_"These Gruul skin-runes—discern whether their patterns evoke streets, leylines, or both. You have four days."_#£#_—Niv-Mizzet, to his assistant_#|105|C||Bloodrush — {R}, Discard Skinbrand Goblin: Target attacking creature gets +2/+1 until end of turn.|Gruul|
Skullcrack|Gatecrash|GTC|366238|Instant||||{1}{R}|2|Dave Kendall|#_The lawmage's argument was clever and well reasoned, but Blunk's response proved irrefutable._#|106|U|£1/24/2013 : Skullcrack targets only the player. If that player is an illegal target when Skullcrack tries to resolve, it will be countered and none of its effects will happen. £1/24/2013 : Spells and abilities that would cause a player to gain life or that would prevent damage still resolve, but the life-gain and damage-prevention parts have no effect. £1/24/2013 : Effects that would replace gaining life with another effect won’t apply because it’s impossible for players to gain life. £1/24/2013 : If an effect says to set a player’s life total to a certain number and that number is higher than the player’s current life total, that part of the effect won’t do anything. (If the number is lower than the player’s current life total, the effect will work as normal.)|Players can't gain life this turn. Damage can't be prevented this turn. Skullcrack deals 3 damage to target player.||
Skyblinder Staff|Gatecrash|GTC|366346|Artifact — Equipment||||{1}|1|Mark Winters|#_"If bats are the only thing between me and a mountain of Orzhov coins, then I'm about to be a very rich thief."_#|238|C|£1/24/2013 : The equipped creature can still be blocked by a creature with reach. £1/24/2013 : If the equipped creature is blocked by a creature and then that creature gains flying, the equipped creature will remain blocked.|Equipped creature gets +1/+0 and can't be blocked by creatures with flying.£Equip {3} #_({3}: Attach to target creature you control. Equip only as a sorcery.)_#||
Skygames|Gatecrash|GTC|366323|Enchantment — Aura||||{1}{U}|2|Sam Burley|#_Both Boros and Azorius scout the games in hopes of recruiting the finest athletes._#|51|C||Enchant land£Enchanted land has "{T}: Target creature gains flying until end of turn. Activate this ability only any time you could cast a sorcery."||
Skyknight Legionnaire|Gatecrash|GTC|366338|Creature — Human Knight|2|2||{1}{R}{W}|3|Anthony Palumbo|#_Millennium Platform, once a monument to peace, was quickly seized by the skyknights for its strategic aerial location._#|197|C||Flying, haste|Boros|
Slate Street Ruffian|Gatecrash|GTC|366366|Creature — Human Warrior|2|2||{2}{B}|3|Jim Murray|#_"Merciless to the point of psychosis. Let's give him a job."_#£#_—Zelinas, Orzhov recruiter_#|78|C||Whenever Slate Street Ruffian becomes blocked, defending player discards a card.||
Slaughterhorn|Gatecrash|GTC|366281|Creature — Beast|3|2||{2}{G}|3|Steve Prescott|#_The Orzhov clergy would never cross its path, but sending thrull couriers to do so is cheap and entertaining._#|134|C||Bloodrush — {G}, Discard Slaughterhorn: Target attacking creature gets +3/+2 until end of turn.|Gruul|
Smite|Gatecrash|GTC|366456|Instant||||{W}|1|Zoltan Boros|#_"Sure, today of all days, he asked to borrow my boots!"_#£#_—Darijo, Ivy Street ruffian_#|25|C|£6/15/2010 : A "blocked creature" is an attacking creature that has been blocked by a creature this combat, or has become blocked as the result of a spell or ability this combat. Unless the attacking creature leaves combat, it continues to be a blocked creature through the end of combat step, even if the creature or creatures that blocked it are no longer on the battlefield or have otherwise left combat by then.|Destroy target blocked creature.||
Smog Elemental|Gatecrash|GTC|366257|Creature — Elemental|3|3||{4}{B}{B}|6|Yeong-Hao Han|#_"The skies used to be my refuge, a place of peace away from the chaos below. Now, with every flight, death seems to follow me like a shadow."_#£#_—Writings of Cica, Skyjek scout_#|79|U||Flying£Creatures with flying your opponents control get -1/-1.||
Soul Ransom|Gatecrash|GTC|366351|Enchantment — Aura||||{2}{U}{B}|4|Steve Argyle||198|R|£1/24/2013 : Only an opponent of Soul Ransom’s controller can activate its last ability. £1/24/2013 : In most cases, you’ll enchant a creature controlled by an opponent, which will cause you to gain control of that creature. Any of your opponents can activate the last ability of Soul Ransom by discarding two cards. When that ability resolves, you’ll sacrifice Soul Ransom and draw two cards.|Enchant creature£You control enchanted creature.£Discard two cards: Soul Ransom's controller sacrifices it, then draws two cards. Only any opponent may activate this ability.|Dimir|
Spark Trooper|Gatecrash|GTC|366422|Creature — Elemental Soldier|6|1||{1}{R}{R}{W}|4|James Ryman|#_Izzet-designed conductors atop Sunhome charge empty sets of armor that give form to the fluctuating elementals._#|199|R||Trample, lifelink, haste£At the beginning of the end step, sacrifice Spark Trooper.|Boros|
Spell Rupture|Gatecrash|GTC|366372|Instant||||{1}{U}|2|Kev Walker|#_"Like water, mana will drain from an inferior vessel."_#£#_—Jalan Tosk, Simic forcemage_#|52|C|£1/24/2013 : The value of X is the greatest power among creatures you control when Spell Rupture resolves. If you control no creatures at that time, X will be 0. The target spell’s controller can choose to pay {0} (simply by indicating he or she wishes to do so). That player can also choose to not pay {0} and the spell will be countered.|Counter target spell unless its controller pays {X}, where X is the greatest power among creatures you control.||
Spire Tracer|Gatecrash|GTC|366236|Creature — Elf Scout|1|1||{G}|1|Christopher Moeller|#_Cartographers on Ravnica chart not just the horizontal, but also the vertical._#|135|C||Spire Tracer can't be blocked except by creatures with flying or reach.||
Stolen Identity|Gatecrash|GTC|366427|Sorcery||||{4}{U}{U}|6|Clint Cearley||53|R|£1/24/2013 : If the token you create is a copy of a creature, you can exile Stolen Identity encoded on that token. £1/24/2013 : The token copies exactly what was printed on the original artifact or creature and nothing else (unless that permanent is copying something else or is a token; see below). It doesn’t copy whether it is tapped or untapped, whether it has any counters on it or Auras and Equipment attached to it, or any non-copy effects that have changed its power, toughness, types, color, or so on. £1/24/2013 : If the copied permanent has {X} in its mana cost, X is considered to be zero. £1/24/2013 : If the copied permanent is copying something else (for example, if the copied creature is a Clone), then the token enters the battlefield as whatever that creature copied. £1/24/2013 : If the copied permanent is a token, the token that’s created copies the original characteristics of that token as stated by the effect that put the token onto the battlefield. £1/24/2013 : Any enters-the-battlefield abilities of the copied permanent will trigger when the token enters the battlefield. Any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities of the chosen permanent will also work.|Put a token onto the battlefield that's a copy of target artifact or creature.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Stomping Ground|Gatecrash|GTC|366232|Land — Mountain Forest|||||0|David Palumbo|#_"Roots, ruins, and room to fight. All the comforts of home."_#£#_—Domri Rade_#|247|R|£10/1/2005 : Has basic land types, but isn't a basic land.  Things that affect basic lands don't affect it.  For example, you can't find it with Civic Wayfinder. £10/1/2005 : If another effect (such as Loxodon Gatekeeper's ability) tells you to put lands onto the battlefield tapped, it enters the battlefield tapped whether you pay 2 life or not. £10/1/2005 : If multiple permanents with "as enters the battlefield" effects are entering the battlefield at the same time, process those effects one at a time, then put the permanents onto the battlefield all at once. For example, if you're at 3 life and an effect puts two of these onto the battlefield, you can pay 2 life for only one of them, not both.|#_({T}: Add {R} or {G} to your mana pool.)_#£As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, Stomping Ground enters the battlefield tapped.|Gruul|
Structural Collapse|Gatecrash|GTC|366376|Sorcery||||{5}{R}|6|Sam Burley|#_The Gruul holiday of Rauck-Chauv always ends the same way._#|107|C|£1/24/2013 : Structural Collapse targets only the player. The player can sacrifice an artifact or land with hexproof, for example. £1/24/2013 : The target player needn’t control an artifact or a land. Structural Collapse will still deal 2 damage to that player. £1/24/2013 : If the player controls an artifact land, he or she can’t choose to sacrifice that permanent for both the artifact and the land. If that’s the only artifact the player controls, he or she must sacrifice another land. If it’s the only land the player controls, he or she must sacrifice another artifact. If it’s the only artifact and the only land the player controls, he or she sacrifices just that permanent.|Target player sacrifices an artifact and a land. Structural Collapse deals 2 damage to that player.||
Sunhome Guildmage|Gatecrash|GTC|366429|Creature — Human Wizard|2|2||{R}{W}|2|Eric Deschamps||200|U|£1/24/2013 : Only creatures you control when Sunhome Guildmage’s first ability resolves will get +1/+0. Creatures that come under your control later in the turn will not.|{1}{R}{W}: Creatures you control get +1/+0 until end of turn.£{2}{R}{W}: Put a 1/1 red and white Soldier creature token with haste onto the battlefield.|Boros|
Sylvan Primordial|Gatecrash|GTC|366282|Creature — Avatar|6|8||{5}{G}{G}|7|Stephan Martiniere||136|R|£1/24/2013 : You can choose a number of targets up to the number of opponents you have, one target per opponent. £1/24/2013 : If Sylvan Primordial’s enters-the-battlefield ability resolves but one of the target noncreature permanents isn’t destroyed (perhaps because it is indestructible or it regenerated), it won’t count toward the number of Forest cards you can put onto the battlefield. £1/24/2013 : You search and shuffle your library only once.|Reach£When Sylvan Primordial enters the battlefield, for each opponent, destroy target noncreature permanent that player controls. For each permanent destroyed this way, search your library for a Forest card and put that card onto the battlefield tapped. Then shuffle your library.||
Syndic of Tithes|Gatecrash|GTC|366387|Creature — Human Cleric|2|2||{1}{W}|2|Steve Prescott|#_"Entrance is free. Donations are required."_#£#_—Notice outside Vizkopa Bank_#|26|C||Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#|Orzhov|
Syndicate Enforcer|Gatecrash|GTC|366243|Creature — Human Rogue|3|2||{3}{B}|4|Steven Belledin|#_Even the darkest corners of Ravnica still lie in the shadow of the Church._#|80|C||Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#|Orzhov|
Thespian's Stage|Gatecrash|GTC|366353|Land|||||0|John Avon|#_Amid rumors of war, the third act of The Absolution of the Guildpact was quickly rewritten as a tragedy._#|248|R||{T}: Add {1} to your mana pool.£{2}, {T}: Thespian's Stage becomes a copy of target land and gains this ability.||
Thrull Parasite|Gatecrash|GTC|366437|Creature — Thrull|1|1||{B}|1|Clint Cearley|#_The hunger of a vampire and the subtlety of a tax collector._#|81|U|£1/24/2013 : The nonland permanent you choose as the target doesn’t have to have any counters on it. If it has more than one kind of counter, you’ll choose one of those counters when the ability resolves. £1/24/2013 : You can’t activate Thrull Parasite’s last ability to stop a player from paying the cost of a spell or an ability that requires removing a counter from a permanent (such as a planeswalker’s loyalty ability).|Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#£{T}, Pay 2 life: Remove a counter from target nonland permanent.|Orzhov|
Tin Street Market|Gatecrash|GTC|366318|Enchantment — Aura||||{4}{R}|5|Noah Bradley|#_"Sometimes I stroll along Tin Street and watch citizens busy with their daily lives. It reminds me why I do my job."_#£#_—Arrester Lavinia, Tenth Precinct_#|108|C||Enchant land£Enchanted land has "{T}, Discard a card: Draw a card."||
Totally Lost|Gatecrash|GTC|366433|Instant||||{4}{U}|5|David Palumbo|#_Fblthp had always hated crowds._#|54|C||Put target nonland permanent on top of its owner's library.||
Tower Defense|Gatecrash|GTC|366404|Instant||||{1}{G}|2|Seb McKinnon|#_"The drakes are practice. We may one day need to bring down a sky swallower, or maybe even Rakdos himself."_#£#_—Korun Nar, Rubblebelt hunter_#|137|U|£1/24/2013 : Only creatures you control when Tower Defense resolves will get the bonuses. Creatures that come under your control later that turn will not.|Creatures you control get +0/+5 and gain reach until end of turn.||
Towering Thunderfist|Gatecrash|GTC|366355|Creature — Giant Soldier|4|4||{4}{R}|5|Zoltan Boros|#_"Nothing ruins a party like one of those big killjoys bursting through the door and setting all the guests free."_#£#_—Ruba, Rakdos cultist_#|109|C|£1/24/2013 : You must activate Towering Thunderfist’s ability before you declare attackers (at the latest, during the beginning of combat step) in order to have it attack without becoming tapped.|{W}: Towering Thunderfist gains vigilance until end of turn.|Boros|
Treasury Thrull|Gatecrash|GTC|366359|Creature — Thrull|4|4||{4}{W}{B}|6|Mark Zug||201|R||Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#£Whenever Treasury Thrull attacks, you may return target artifact, creature, or enchantment card from your graveyard to your hand.|Orzhov|
Truefire Paladin|Gatecrash|GTC|366322|Creature — Human Knight|2|2||{R}{W}|2|Michael C. Hayes||202|U||Vigilance£{R}{W}: Truefire Paladin gets +2/+0 until end of turn.£{R}{W}: Truefire Paladin gains first strike until end of turn.|Boros|
Undercity Informer|Gatecrash|GTC|366271|Creature — Human Rogue|2|3||{2}{B}|3|Raymond Swanland|#_"Scandal and slander are never welcome news. That's why I'm never the messenger."_#|82|U|£1/24/2013 : If the target player has no land cards in his or her library, all cards from that library will be revealed and put into his or her graveyard.|{1}, Sacrifice a creature: Target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.||
Undercity Plague|Gatecrash|GTC|366231|Sorcery||||{4}{B}{B}|6|Vincent Proce||83|R||Target player loses 1 life, discards a card, then sacrifices a permanent.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Unexpected Results|Gatecrash|GTC|366248|Sorcery||||{2}{G}{U}|4|Mike Bierek||203|R|£1/24/2013 : If you reveal a nonland card, you may cast it during the resolution of Unexpected Results. Ignore timing restrictions based on the card’s type. Other timing restrictions, such as “Cast [this card] only during combat,” must be followed. £1/24/2013 : If you can’t cast the card (perhaps because there are no legal targets), or if you choose not to, the card will remain on top of the library. £1/24/2013 : If you cast a spell “without paying its mana cost,” you can’t pay alternative costs such as overload costs. You can pay additional costs such as kicker costs. If the card has mandatory additional costs, you must pay those. £1/24/2013 : If the card has {X} in its mana cost, you must choose 0 as its value. £1/24/2013 : If you reveal a land card, Unexpected Results will be returned to your hand only if you put that land card onto the battlefield. If you don’t, Unexpected Results will be put into its owner’s graveyard. £1/24/2013 : If you reveal a land card and put that card onto the battlefield, Unexpected Results will be put into its owner’s hand directly from the stack. It won’t be put into any graveyard.|Shuffle your library, then reveal the top card. If it's a nonland card, you may cast it without paying its mana cost. If it's a land card, you may put it onto the battlefield and return Unexpected Results to its owner's hand.|Simic|
Urban Evolution|Gatecrash|GTC|366419|Sorcery||||{3}{G}{U}|5|Eytan Zana|#_As the Simic released more of their krasis experiments, they required new habitats, always at the expense of the locals._#|204|U|£1/24/2013 : Urban Evolution’s effect allows you to play an additional land during your main phase. Doing so follows the normal timing rules for playing lands. In particular, you don’t get to play a land as Urban Evolution resolves; Urban Evolution fully resolves (and you’ll draw three cards, perhaps including a land you’ll play later) first. £1/24/2013 : The effects of multiple Urban Evolutions in the same turn are cumulative. They’re also cumulative with other effects that let you play additional lands, such as the one from Rites of Flourishing. £1/24/2013 : If you somehow manage to cast Urban Evolution when it’s not your turn, you’ll draw three cards when it resolves, but you won’t be able to play a land that turn.|Draw three cards. You may play an additional land this turn.|Simic|
Urbis Protector|Gatecrash|GTC|366415|Creature — Human Cleric|1|1||{4}{W}{W}|6|Steve Argyle|#_"I hear that Boros is losing its angels to the Gateless Movement. I'm sure this comes as no surprise to you."_#£#_—Teysa, to Lazav_#|27|U||When Urbis Protector enters the battlefield, put a 4/4 white Angel creature token with flying onto the battlefield.||
Verdant Haven|Gatecrash|GTC|366471|Enchantment — Aura||||{2}{G}|3|Daniel Ljunggren||138|C||Enchant land£When Verdant Haven enters the battlefield, you gain 2 life.£Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool #_(in addition to the mana the land produces)_#.||
Viashino Shanktail|Gatecrash|GTC|366264|Creature — Viashino Warrior|3|1||{3}{R}|4|Kev Walker|#_The Slizt Clan's battle cry is an impressive display of fury, defiance, and spit._#|110|U||First strike£Bloodrush — {2}{R}, Discard Viashino Shanktail: Target attacking creature gets +3/+1 and gains first strike until end of turn.|Gruul|
Vizkopa Confessor|Gatecrash|GTC|366267|Creature — Human Cleric|1|3||{3}{W}{B}|5|Ryan Pancoast||205|U|£1/24/2013 : You may pay 0 life when Vizkopa Confessor’s enters-the-battlefield ability resolves. If you do, no cards are revealed or exiled. £1/24/2013 : The amount of life you pay is chosen when Vizkopa Confessor’s last ability resolves. £1/24/2013 : If the target opponent is an illegal target when Vizkopa Confessor’s last ability tries to resolve, it will be countered and none of its effects will happen. You won’t pay life and no player will reveal any cards.|Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#£When Vizkopa Confessor enters the battlefield, pay any amount of life. Target opponent reveals that many cards from his or her hand. You choose one of them and exile it.|Orzhov|
Vizkopa Guildmage|Gatecrash|GTC|366371|Creature — Human Wizard|2|2||{W}{B}|2|Tyler Jacobson||206|U|£1/24/2013 : Multiple instances of lifelink are redundant. Giving the same creature lifelink more than once won’t cause you to gain additional life. £1/24/2013 : Each time the second ability resolves, a delayed triggered ability is created. Whenever you gain life that turn, each of those abilities will trigger. For example, if you activate the second ability twice (and let those abilities resolve) and then you gain 2 life, each opponent will lose a total of 4 life. Each instance will cause two abilities to trigger, each causing that player to lose 2 life.|{1}{W}{B}: Target creature gains lifelink until end of turn.£{1}{W}{B}: Whenever you gain life this turn, each opponent loses that much life.|Orzhov|
Voidwalk|Gatecrash|GTC|366474|Sorcery||||{3}{U}|4|James Ryman||55|U||Exile target creature. Return it to the battlefield under its owner's control at the beginning of the next end step.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Warmind Infantry|Gatecrash|GTC|366272|Creature — Elemental Soldier|2|3||{2}{R}|3|Greg Staples|#_Before Aurelia denounced Niv-Mizzet, the two guilds had collaborated on the Warmind Initiative in pursuit of the ultimate soldier._#|111|C||Battalion — Whenever Warmind Infantry and at least two other creatures attack, Warmind Infantry gets +2/+0 until end of turn.|Boros|
Wasteland Viper|Gatecrash|GTC|366417|Creature — Snake|1|2||{G}|1|Lucas Graciano|#_"The Gruul embrace all things poisonous and living in the cracks of society."_#£#_—Teysa Karlov, Grand Envoy of Orzhov_#|139|U||Deathtouch£Bloodrush — {G}, Discard Wasteland Viper: Target attacking creature gets +1/+2 and gains deathtouch until end of turn.|Gruul|
Watery Grave|Gatecrash|GTC|366335|Land — Island Swamp|||||0|Raymond Swanland|#_"I fear that as we scurry after phantoms, the Dimir pull nine puppet strings."_#£#_—Ral Zarek_#|249|R|£10/1/2005 : Has basic land types, but isn't a basic land.  Things that affect basic lands don't affect it.  For example, you can't find it with Civic Wayfinder. £10/1/2005 : If another effect (such as Loxodon Gatekeeper's ability) tells you to put lands onto the battlefield tapped, it enters the battlefield tapped whether you pay 2 life or not. £10/1/2005 : If multiple permanents with "as enters the battlefield" effects are entering the battlefield at the same time, process those effects one at a time, then put the permanents onto the battlefield all at once. For example, if you're at 3 life and an effect puts two of these onto the battlefield, you can pay 2 life for only one of them, not both.|#_({T}: Add {U} or {B} to your mana pool.)_#£As Watery Grave enters the battlefield, you may pay 2 life. If you don't, Watery Grave enters the battlefield tapped.|Dimir|
Way of the Thief|Gatecrash|GTC|366333|Enchantment — Aura||||{3}{U}|4|Igor Kieryluk|#_A true shortcut isn't a way other people don't know; it's a way other people can't go._#|56|C||Enchant creature£Enchanted creature gets +2/+2.£Enchanted creature is unblockable as long as you control a Gate.||
Whispering Madness|Gatecrash|GTC|366263|Sorcery||||{2}{U}{B}|4|Clint Cearley||207|R|£1/24/2013 : Each player draws cards simultaneously. If this causes a player to draw more cards than are left in his or her library, that player will lose the game. If this causes all players to do so, the game is a draw. (In multiplayer games, multiple players drawing from an empty library will cause those players to lose although the game may continue.) £1/24/2013 : You’ll draw cards before deciding which creature (if any) Whispering Madness will be encoded on.|Each player discards his or her hand, then draws cards equal to the greatest number of cards a player discarded this way.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Wight of Precinct Six|Gatecrash|GTC|366239|Creature — Zombie|1|1||{1}{B}|2|Ryan Barger|#_Even the lost and undead need a protector._#|84|U|£1/24/2013 : Wight of Precinct Six’s ability applies only if Wight of Precinct Six is on the battlefield.|Wight of Precinct Six gets +1/+1 for each creature card in your opponents' graveyards.||
Wildwood Rebirth|Gatecrash|GTC|366425|Instant||||{1}{G}|2|Dan Scott|#_In Ravnica, there are maladies far more difficult to treat than death._#|140|C||Return target creature card from your graveyard to your hand.||
Wojek Halberdiers|Gatecrash|GTC|366265|Creature — Human Soldier|3|2||{R}{W}|2|Nic Klein|#_Tired of Boros interference, the Rakdos unleashed hellraiser goblins, hoping their corpses would weigh down the halberds._#|208|C||Battalion — Whenever Wojek Halberdiers and at least two other creatures attack, Wojek Halberdiers gains first strike until end of turn.|Boros|
Wrecking Ogre|Gatecrash|GTC|366446|Creature — Ogre Warrior|3|3||{4}{R}|5|Nils Hamm|#_If no opponent can be found, ogres of the Bolrac Clan will often pick fights with buildings._#|112|R||Double strike£Bloodrush — {3}{R}{R}, Discard Wrecking Ogre: Target attacking creature gets +3/+3 and gains double strike until end of turn.|Gruul|
Zameck Guildmage|Gatecrash|GTC|366454|Creature — Elf Wizard|2|2||{G}{U}|2|Chase Stone||209|U|£1/24/2013 : Zameck Guildmage’s first ability is cumulative. For example, if it resolves twice in a turn, each creature that enters the battlefield under your control that turn will do so with two +1/+1 additional counters on it. £1/24/2013 : Zameck Guildmage’s first ability has no effect on creatures already on the battlefield when it resolves.|{G}{U}: This turn, each creature you control enters the battlefield with an additional +1/+1 counter on it.£{G}{U}, Remove a +1/+1 counter from a creature you control: Draw a card.|Simic|
Zarichi Tiger|Gatecrash|GTC|366249|Creature — Cat|2|3||{3}{W}|4|Nic Klein|#_"The taming and consecration of these creatures is evidence of our faith."_#£#_—Resimir, Zarichi Temple priest_#|28|C||{1}{W}, {T}: You gain 2 life.||
Zhur-Taa Swine|Gatecrash|GTC|366252|Creature — Boar|5|4||{3}{R}{G}|5|Yeong-Hao Han|#_Gurley was the first to domesticate one, though his widow didn't take much solace in that accomplishment._#|210|C||Bloodrush — {1}{R}{G}, Discard Zhur-Taa Swine: Target attacking creature gets +5/+4 until end of turn.|Gruul|
